Таргачир ӈинакир кэтэт хавалдявкил.	Такой собаке очень много дела.	1
Сэсинмэ олонӈитчавкил халдун дёрокол бэел, халдун иргичил, халдун дэгил-кусил.	Стаду, кроме волков, часто угрожают крылатые хищники.	1
Халдун нямичан агланду, дэтту балдынаван, этэечимни эя-вал одяна, тэлинӈэ тара эвки хэнурэ (ичэрэ).	Случается, что овца принесет ягнят в поле, и пастух, занятый чем-нибудь далеко от нее, не сразу это заметит.	1
Эрэвэр дэги киран горомомодук аят ичэвки.	Глаз ястреба видит это с очень большого расстояния.	1
Идук-вэл гугда мо дугэдукин нуӈан хигинӈэчин кусинчана туксанчэвки сонӈачанмэ.	Откуда-то с вершины далекого дерева срывается огромная бурая птица и вихрем налетает на беспомощное маленькое существо.	1
Нями элэ эӈтэдевки кэлдэрдеригэчин, ӈэливкэтчиригэчин дуннэвэ тукаденэ сонӈачанду он-да эвки бэлэрэ.	Овца-мать только фыркает, почти стонет, угрожающе топает, а сделать не может ничего.	1
Игдяма киран сонӈачанмэ сурувувки, нями эӈтэнмэн долдына, ӈинакин эсикин бэлэрэ.	И бурый хищник унесет ягненка, если жалобное блеяние овцы не будет услышано собакой.	1
Эми-да ӈинакин долдывки.	Обычно она слышит.	1
Овчарка (сэсинмэ этэетчэвки, тасиктадявки ӈинакин) чиӈэденэ, гогодёно элбэтнэвки сонӈачанмэ.	Овчарка несется на защиту с лаем, с визгом.	1
Нуӈан тыкулинтатви орон эвки худурилтэнэрэ, туги дыӈнилэгдерэкин киран сонӈаканмэ осикталдиви тупакалалденэ нодамэлчэвки сонӈаканмэ, мэнин хэлинчэденэ ӈэлигэдук туксандави.	Она чуть не кувыркается от злости, и разбойник, уже запустивший когти в маленькую курчавую спину ягненка, спешит бросить добычу, чтобы выкарабкаться из беды.	1
Киран аманними, лэпурэлви, инӈакталви сокоричивки.	Чуть он опоздает подняться на воздух, от его бурых перьев клочья полетят.	1
Умунин иргичивэ туксанчэвки элэ эӈэсимэмэ ӈинакин.	На волка в одиночку кидается редкая, исключительно сильная собака.	1
Эми-да ӈинакин торочидевки.	Обычно собака осторожна.	1
Ңинакин тылдевки иргичи нуӈанман умнэт вадеӈаӈман.	Она понимает, что волк может покончить с ней вмиг.	1
Нуӈан элэ чиӈэдевки тадук элэтви бунидевки, иргичи эмэллэкин.	Она только вопит, ревет необыкновенным воем при появлении серого зверя.	1
Эми-вэл ӈинакин ичэми этэечимни нуӈанман бэлэдэви туксадяриван, тэли эчэ-дэ хэгды биси ӈинакин туксаӈудяна ӈэливсипчунун иргичинун кусимуливки.	Но если собака видит, что пастух бежит к ней на помощь, то даже некрупная собачонка злобно лезет в драку с могучим врагом.	1
Эласа-да ӈинакин иргичивэ тэдэвутчэвки эдэн дагаматта.	Обычно собака предупреждает нападение.	1
Элэ эя-вэл эрумэмэе оракин, тэлимэк ӈинакин иргичинун кусиливки.	Однако драка с волком — последнее дело, это когда уже он натворил бед.	1
Сэсиндук дариски муричикан-мэл синюриткан-мэл хуктыллэктын овчарка сомат гоголивки, туксанчуливки, ичиливки сонӈакар сэсин дулиндулан сурукнэнтын.	Овчарка останавливается перед теленком или ягненком, выбежавшим в сторону от стада, лает так упорно, так кидается и угрожающе рычит, что неопытный детеныш испуганно бежит в середину стада	1
Тэли хугил сонӈакарвэ эвкил иличэрэ.	Туда хищник никогда не сунется	1
Хуг сэсин дулиндулан угдусичиллакин иелдивэр, кокчардивар хугвэ эрэсиливкил.	там его забьют копытами и рогами.	1
Халдун мачалэткан-мэл, сагды-вал мачалэл кэйнэл супирэлду, тэӈкэлду дикиличаливкил, илэ-дэ сурукитвэр энэл сарэ.	Иногда овца, теленок, коза, случается даже взрослая корова заплутается, стоит в кустах, в болоте, не понимая, куда деваться.	1
Тар илитчарактын умнэт ӈинакин эмэвки нуӈарватын кэйгэлвэ гогодёно тасикталивки ӈуӈнэгулэ удярандула, тара эми некэрэ дюла тасисинивки.	Вдруг является собака и настойчивым лаем гонит растерявшееся животное на настоящую дорогу.	1
Аят татыча ӈинакин сокоривчалвэ мачалэлвэ-вэл мурирва-вал, сэсиндук 12-дули километрилдули бакакталивки.	Хорошо обученная собака способна на расстоянии 12 км от стада отыскать затерявшуюся скотину.	1
Севергидэду бидерилвэ деревенскаилвэ сэсирвэ этэечимнил экума-да ӈинакин бисин дявучадяӈкитын, мэртын мэнӈитвэр хавалнатвар тамадянал девнэлин.	При деревенских стадах северной полосы обычно пастух на свой скудный счет держал какую попало собачонку.	1
Сэсирвэ этэечимни сунмаӈкин нисимая, хулукунэ девувкие.	Он выбирал ее помельче, чтобы меньше ела	1
Ңинакинми улиӈкин эмэнтэлдиви дептылэлди, аят эӈкин улирэ, нуӈандулин эӈкин денчаматтэ.	Он кормил ее своими объедками и нисколько о ней не заботился.	1
Индерэн.	Жива.	1
Гогодерон?	Лает?	1
Кэ, нуӈандун элэкин.	Ну, и ладно.	1
Ңинакичар хата-да аран-аран сэсинмэ этэеттэвэр тадыдяӈкитын.	Собачонки все-таки привыкали кое-как служить у стада.	1
Тыливкил, долдывкил оӈкитын.	Случались очень понятливые и сторожкие.	1
Туги ӈэнэдечэтын нямадил анӈанил.	Так само собой тянулось дело сотни лет.	1
Тыкин колхозты сэсин хуӈтутмэрит этэечивдерэн, хэрэкэт бидерил нюӈэл хуӈтутмэрит этэечивдеридуктын.	Теперь колхозное стадо пасется иначе, чем сбродный скот отдельных хозяев.	1
Сэсинмэ этэечинду умун аят татыгавча овчарка этэечимни дюктэвэн бэлэмнилвэн дюгэлдывки.	Одна хорошо обученная овчарка вполне заменяет двух помощников пастуха при охране стада.	1
Кэтэт опытылди тыливкэнмутчэ: сэсинду мачалэлду элэкин этэетчэдэтын умукэн бэе этэечимни тадук умукэн овчарка.	Рядом опытов доказано, что для стада в 100 коров достаточно одного пастуха и одной овчарки.	1
Эду эчэ гэлэвдерэ экуна-вэл хуктывки, хитэнмэ готовки ӈинакин, эду гэлэвдерэн тэдет балдыгавча, авгара, манни, аят татыгавча овчарка.	Но тут нужна не кое-какая побегушка, пустолайка, а правильно выращенная, здоровая, крепкая, хорошо обученная овчарка.	1
Лениӈрадскайду областьту хадыдутын райосалду, учэлэ служимнидылэ ӈинакира эчэл ичэрэ.	В Ленинградской области есть районы, где раньше не видели служебных собак.	1
Нюӈунмэ анӈанилва амаски эрил районисал колхозилдулатын дярилва качикарвэ-овчаркэлвэ эмэвчэтын.	Лет шесть назад в колхозы этих районов завезли десяток щенков-овчарок.	1
Инструкторил нуӈартын балдыдяриватын сипкитчачатын.	Особые инструкторы присматривали за их воспитанием.	1
Тыкин областьту нямадил ӈинакир, татычал сэсинмэ этэеттэвэр биси.	Теперь по области уже сотни собак, обученных службе при стаде.	1
Овчарка татыганин.	Воспитание овчарки.	1
Авгара, эӈэсичи, аят дюпкэви хавалдяри ӈинакин уливрин, татыгачиврин эчэ-дэ эюмкун биси.	Очень сложное дело выкормка и обучение здоровой, сильной, отчетливо работающей собаки.	1
Умукин качиканэрут балдыдявки — нуӈандун буливсипчу бивки.	Один щенок плохо растет — ему скучно жить.	1
Тарит качикарвэ дютэлди балдыгачиӈнара.	Обычно щенят воспитывают попарно.	1
Нуӈартын умукэндук тыгэдук девдевкил, умукэнду адевкил, дэмэрдевкил, эвидевкил.	Они едят из одной чашки, вместе спят, возятся, играют.	
Дюлэски хавалилмачиндутын упкачин татыгачин упкат туксаӈуртын, бинитын упкачин эвидеригэчин татыгавдевки.	Все приемы будущей их службы, все ухватки, вся жизнь, все преподносится им в виде игры.	1
Качикар эвивуртын бивкил: мячик торгамилдук овча, болдо гирамна тадук мокан.	Мяч из тряпок, крупная кость, чурка — щенячьи игрушки.	1
Качикан булиллакин, тэлинӈэ нэӈнэми изоляторду (хэрэкэгиӈнэми гилдук).	Если щенок стал смотреть хмуро, заскучал, — сейчас его в изолятор.	1
Булилми, ӈинакин усэливки.	Значит не вполне здоров.	1
Таргачин ӈинакин хаваду эвки декира.	Такой в службу не годится.	1
Дыгинма бегачилва сэвделдерилвэ качикарвэ тыматнэ тасисинми сэсинмэ дэттулэ (мачалэлвэ пэтэмэлдулэ) сурувуӈнэрэ мэрнунмэр.	Веселых четырехмесячных щенят уже берут на утренний выгон стада. 	1
Пэтэмэлэ (дэттулэ) эмэрэкиннун, алапчут эт-вал улиӈнэрэ.	Едва придет оно на пастбище — фью! Получай, щенята, вкусную прикормку.	1
Этэечимни дылгарин, сэсин моӈнонкочирин, упкат игил тадук тымани сэвденин — эдук упкаттук качиканду сэвдепчу бивки.	Рожок пастуха, шумная возня травоядных, разные звуки и свежесть утра — все это действует сильно.	1
Дюрэ, илара, туги сэвдендевкил качикар.	Раза два, три повторяется такая забава.	1
Тадук элэ элэкэс тымани тыргалдави холаӈаллэкиннун, качикар эласа-да микчасулчал, пилалдылчан, алачилчан бивкил: нуӈартын сурулдымуливкил пэтэмэлэ (дэттулэ).	Потом, едва сверкнет заря, щенята уже прыгают и скулят нетерпеливо, просятся на выгон	1
Сурулдымил сэвдепчут гогодёнол суптывчалвэ боконмукатчэнэл туксаӈудявкил.	Они с веселым лаем кидаются подгонять отстающих животных.	1
Амаски!	Назад!	1
Качикан татыгамнин, гиркин, улимнин дагамакса нуӈандулан, ичэвкэчиливки эва дедынэвэн, эва эрут онаван.	Учитель, друг, кормилец, — ну, словом, дрессировщик, подбегает и показывает, в чем ошибка собачьего детеныша.	1
Качикан дедынэлвэн, эрувэ оналван турэнди нуӈандун эдеӈэ тыливкэнмурэ.	{нет в оригинале} Ошибку, неправильный поступок собаки не надо объяснять словами.	1
Тарит нуӈанман алагумни тыливкэндевки нуӈнитмэт эдукин качикан дявавки мачалэвэ (оронмо) одан.	Дрессировщик объясняет надлежащий прием, показывая, за какое место надо хватать корову.	
Тар татыгамни нуӈнитнэвэн качикан тыликсэ эвки омӈоро.	Щенок запоминает урок накрепко.	1
Сэсинду бидерил упкат мачалэл гэрбилвэтын алагумни игдыт эриденэ силтасиллакин, качикан денчаливки.	{нет в оригинале} Когда учитель, громко подзвывая, говорит имена всех коров в стаде, щенок запоминает.	1
Дяпкундули бегалдули качикан авадытыкирва алагупирва ӈэнэвки.	За восемь месяцев существования большой курс науки приходится пройти щенку.	1
Эрилдук упкаттук хэрэкэт качикан авадатыкирва ипкэчирвэ садеӈаӈин.	Кроме всего прочего, десяток команд должен отчетливо знать щенок.	1
Минтыки!	Ко мне!	1
Тэгэкэл!	Сидеть!	1
Илкал!	Стой!	1
Даран!	Рядом!	1
Эр хитэн эрэвэ дюрэ, илара ичивкэнминун качикан татымалчавки.	Это пустяки, этому выучиваются с двух-трех показов.	1
Он-ка тыливкэнми качиканмэ, туги ипкэврэкин: Дылган!	Но как сообразить, когда раздастся команда: Голос!	1
Ңинакин эрэвэ умнэт этэн тыллэ.	Не всякая собака сразу поймет, что это значит.	1
Эрэвэ ӈинакин тылдэн, татыгамни ӈинакинма аланчэвки, тадук ӈинакина ачин суруксэ овки.	Для того, чтобы собака это поняла, учитель ласкает собаку в ее загородке и вдруг делает вид, что уходит, захлопывает дверцу перед носом у собаки.	1
Тэли ӈинакин тыкуликса нуӈанман энэлитын мэннунмэр тара — чиӈэричиливки.	Та с досады, от разочарования, что ее на прогулку не взяли, тявкает.	1
Тэли татыгамни ӈинакиндула мучукса нян алтачикса, эт-вал алапчут уливки.	Тогда учитель возвращается и, снова приласкав собаку, дает ей вкусный кусочек.	1
Туги адыра-да оми ӈинакин гоголивки.	После такой тренировки собака лает.	1
Туги ӈинакир тылиливкэсинчэл.	Так просто приобретаются сложные познания.	1
Ңинакинду ургэпчутмэр (эдеӈэ маӈичавратмар) уличивденэ эдэн деврэ.	Трудней всего, конечно, собаке отказаться от лакомства.	1
Дагигу бэе ӈинакиндула эмэксэ бучиливки алапчува уллэвэ.	Является посторонний человек и предлагает собаке кусок ветчины.	1
Ңинакин маӈичадяӈадук, басинчадяна гавки амӈалави эр илбинма.	Собака нерешительно берет кусок в рот.	1
Тэли идук-вэл татыгамни эмэмэлчэвки, аракукан ӈинакин оӈоктолин иктуденэ, тыкупчут гунивки: Экэл, нодакал!	Тогда откуда-то выскакивает воспитатель и легонько, но очень неприятно хлопает собаку по носу и сердито говорит: — Нельзя, брось!	1
Кэ-ты.	Ну, что ж.	1
Эвлэпчу-дэ уллэвэ нодами.	Жаль расстаться с ним, с куском.	1
Эдян-ка, нуӈандулин тыкундяридитын, нодадем.	Но, раз так за него сердятся, бросим.	1
Эндэтми экун савкан эр уллэвэ будери бэе.	Однако и хитрый же этот соблазнитель-подкидчик!	1
Эдеӈэвэ гана девуврэ уллэвэ бучиксэ, тадук ӈинакинма эвадыт-вал сектат согдоннолин идакаливки.	Угостил ветчиной, которую нельзя брать, а потом собаку какой-то соломенной кишкой по спине хлоп!	
Идакакса, мэнин туксасинивки.	И сам бежать.	1
Тар-да бими ӈэллуткэл!	Ну, держись, подбирай полы!	1
Дяллавки ӈинакин.	Думает собака [? Нет в оригинале. Дялла — возможно, опечатка вместо "дялда"].	1
Ңинакин асасинивки уллэккитчэвэ бэевэ, боконикса нуӈанман тэтыдукин мудуливки.	Собака бросается за обманщиком и, догнав, треплет за одежду.	1
Бэе тэтын дырамит (дэпэмэт) улливчэ бивки, ӈинакин иктэлин эдэтын бэе уллэвэн тэптырэ, — тара ӈинакин эвки мэдэрэ.	Не подозревает, конечно, что эта одежда нарочно подшита так толсто, чтобы безвредно хватали ее собачьи зубы	1
Бэе эмэктэдечэ бичэ ӈинакинма тыкунӈидави.	Человек же для того и приходил, чтобы собаку разозлить.	1
Халдун долбо готардула илмактал ӈинакир адерилатын авадывал бэе нюрмавки.	А то еще ночью подкрадывается к загородке какой-то человек, где молодые собаки спят.	1
Эду-вэр илмакталва ӈинакирва сагды ӈинакин бими алагувки.	Тут всего лучше обучает молодежь пример старой собаки.	1
Савка ӈинакин хактыраду качулина долликсанун, игъе ачин эмэдеривэ бэевэ амтакса ичэвкэнивки качикарду он умнэт химула микчаннэл тусанчэвкил одатын.	Опытный пес услышит ничтожный шорох в темноте, учует бесшумное приближение подозрительного человека и покажет, как надо кинуться на него неожиданным и молчаливым прыжком.	1
Татыган хуӈтумэлчэтмэр бисикин ӈинакин мэдэлэтмэр, тыкулдытмар овки.	Чем искуснее дрессировка, тем бдительнее и злее вырабатывается собака.	1
Куюргэ игин сомат оловконивки ӈинакинма.	Звон цепи, влекомой на блоке, сильно пугает собаку.	1
Нуӈанман алтатнал татыгаӈнэрэ этэдэн эр эсидук саврэ игдук ӈэлэтчэми.	Ее постепенно лаской приучают не бояться этого звука.	1
Ңинакин тыкунивкитмар овки, этэвки ӈивэ-дэ тэдерэ.	В собаке воспитывается злобность и недоверие ко всем.	1
Элэ эвки тыкуна, тадук тэдевки нуӈанман алагудярива бэевэ.	Не злобна она и доверяет только к дрессирующему ее человеку.	1
Ңинакирдук бивкил ӈинакир экумава-да игвэ эвкил делайдарэ сэлэникэрэ, таргачир ӈинакир эдеӈэл этэечимнил биси.	Попадаются среди собак упорно добродушные — эти не годятся в сторожа.	1
Таргачирва уӈиӈнэрэ санитарнайдули хавалилдатын.	Таких отправляют работать санитарными. [Нет в оригинале]	1
Ңинакин мэдэлэнмэн садавэр, нуӈанман магазиндула ивуӈнэрэ.	Чтобы испытать бдительность собаки, ее вводят в магазин	1
Эду-вэр нуӈанман алагуливкил качулирва, токсирва хактыраду одан тадук идук-вэл эмэчэвэ бэевэ туксанчавки одан.	Там учат обращать внимание на шорохи и стуки в ночной темноте, хватать появившегося откуда-то незнакомца.	1
Ңинакин гоголлокин этэечимни бэе эсикин эмэмэлчэрэ, бэе алагунан ӈинакинма хитэн овки: ӈинакин эвки сарэ эва одави дяванави бэевэ (дёроково).	Если человек-сторож не является в тот же миг, как собака подняла тревогу, — все результаты дрессировки идут на смарку: собака не знает, что делать с задержанным ею злоумышленником.	1
Угрозыск дырамилду книгалдун ӈинакирдули — этэечимнилдули торговаилду дюлду бисилдули кэтэ дукувчал.	В толстых книгах угрозыска много написано о собаках — сторожах торговых домов. [нет в оригинале]	1
Нонон куюргэт уючэденэ тадук энэ уючэрэ ӈинакин энэ лэрора, энэ эндэврэ этэетчэвки курэвэ, садвэ, тулигидэвэ, нэктэрвэ тадук сэсирвэ.	Сначала на цепи, потом свободно без привязи четвероногий страж неусыпно, неподкупно, верно караулит двор сад, огород, поле, стадо.	1
Эдеӈэ дялдаврэ ӈинакин сакса бисилин асурва тамуралва этэетчэриви.	Напрасно воображать, будто собака понимает, каких ценностей охрана ей поручена.	1
Ңинакин эчэ сарэ эва эда этэетчэриви.	Собака не знает, что и зачем она сторожит.	1
Нуӈан элэ аламадевки нуӈанман татыгамни силбатчана алагуналван.	Она только повторяет внушенные ей дрессировкой приемы и навыки.	1
Пограничнай ӈинакин.	Пограничная собака.	1
Циркилду эласа-да ӈинакинма ичэвкэтчэвкил, дюлэгулдиви маналдиви музыка игидин эвидеривэ (танцуйдярива).	В цирках как довольно обычный номер показывают собаку, танцующую под музыку на передних лапах.	1
Дюдыл ӈинакир, авадытыкира эвирэ инемупчулэ овкил.	Комнатные собаки выделывают множество забавных штук.	1
Нуӈардуктын сотмарит овки пудель-ӈинакин.	Особенно пудель.	1
Хукчакава очавчэ бэевэ пуравки ӈинакин пуралан.	Особенно же сообразительна бывает собака угрозыска.	1
Авадылдули-да эсилдули саврэ дуннэлдули авадылди-вал самэлкилди пуравки ӈинакин.	По каким-то неуловимым ни для кого, кроме нее, признакам собака идет по следу.	1
Авады-да кэтэ бэе бисикин ӈинакин таргачинма бэевэ умнэт бакакса, гоголивки.	Она отыскивает среди многолюдной толпы как-то ставшего „известным" ей человека и бешеным лаем указывает на него.	1
Ургэпчут, элэдэнди, горомомово алагунди, тыкула упкатван дялдавчалди, ӈинакин ӈэливсипчунун булэннун ӈорчамачинду татывки—предательнун, родинава изменникнун (родинадук туксассанун), шпионнун.	Суровым, настойчивым, длительным обучением, обдуманным во всех подробностях, собака подготавливается к борьбе с самым опасным врагом, с предателем, изменником родины, шпионом.	1
Ургэпчу, горово-до татыгавувки границаду хавалдяри ӈинакин.	Сложно, длительно обучение пограничной собаки.	1
Халдун тагивкагэчин бивки татыганрин.	На первый взгляд оно даже загадочно.	1
Примерду гунӈэт границаду хавалдяри ӈинакин эдеӈэӈин гогоро эделиви ипкэврэ.	Например, погрансобака не должна лаять без особого на то приказа.	1
Он-ка туги?	Как же так?	1
Туги-дэ экума-да ӈинакин хитанави силбаӈнаран гогондиви.	Обычно сторожевую собаку поощряют за то, что она поднимает тревогу лаем.	1
Эду-вэр умнэт ӈинакин симуладяӈаӈин?	И вдруг собаке надо молчать?	1
Э, эду хуӈтул условиел — эду бисин граница.	Да, тут особые условия службы — тут граница.	1
Ңинакин сот аят денчавки, мэдэчивдери качусон иллэкин нуӈан гогомуллакин, сарин ӈалэ нуӈан удурудукин дявакса, алтатчарит дылганди кирикэннэ гундывэн:	Собака очень хорошо помнит, что когда при подозрительном шорохе она пыталась залаять, то знакомая рука схватила ее — молодую собаку — за морду и привычный строгий голос произнес:	1
— Эру!	 — Фу!	1
Халдун гогорилин ӈинакин удурудун мойтуруква резинадук овчавэ тэтывуӈнэрэ.	А в другой раз за то же, за лай, собаке резиновое кольцо надели на морду.	1
Нянэ торгамит оӈоктовэн хэркэвкил икэрин этэкнэнтын сомнадями.	Еще раз тряпкой завязали нос так, что челюстями не двинуть.	1
Туги-дэ нянэ эрупчу бивки:	И опять то же противное:	1
— Эру!	— Фу!	1
Эчэ, туги бисикин, аятмар эми гогоро.	Нет, уж лучше не лаять, если так.	1
Туги-дэ бисикин эдеӈэ маӈичавра мурэли упкатван ичэтчэнэ, долчатчана эва-да эми одяра.	Однако очень трудно оставаться безучастной ко всему, что происходит кругом.	1
